colors1,colors2,colors3
0.692173913,1,0.307826087
0.52173913,1,0.47826087
1,0.793043478,0
0.636521739,1,0.363478261
1,0.589565217,0
1,0.434782609,0
1,0.669565217,0
1,0.434782609,0
1,0.326956522,0
1,0.262608696,0
1,0.372173913,0
1,0.333913043,0
1,0.443478261,0
1,0.206956522,0
1,0.274782609,0
1,0.208695652,0
1,0.146086957,0
1,0.139130435,0
1,0.269565217,0
1,0.323478261,0
1,0.189565217,0
1,0.156521739,0
1,0.142608696,0
1,0.029565217,0
1,0.102608696,0
0.926956522,0,0
0.979130435,0,0
1,0.393043478,0
0.987826087,0,0
1,0.099130435,0
1,0.333913043,0
0.99826087,0,0
0.968695652,0,0
1,0.093913043,0
1,0.323478261,0
1,0.2,0
1,0.066086957,0
1,0.16,0
1,0.015652174,0
0.99826087,0,0
1,0.055652174,0
1,0.137391304,0
1,0.154782609,0
0.989565217,0,0
1,0.050434783,0
0.980869565,0,0
1,0.132173913,0
1,0.187826087,0
0.935652174,0,0
1,0.090434783,0
1,0.446956522,0
1,0.646956522,0
1,0.153043478,0
1,0.116521739,0
1,0.36173913,0
1,0.006956522,0
1,0.097391304,0
0.946086957,0,0
1,0.060869565,0
0.819130435,0,0
0.864347826,0,0
0.874782609,0,0
0.75826087,0,0
0.766956522,0,0
0.793043478,0,0
0.737391304,0,0
0.709565217,0,0
0.730434783,0,0
0.819130435,0,0
0.885217391,0,0
0.893913043,0,0
0.979130435,0,0
0.749565217,0,0
0.883478261,0,0
0.739130435,0,0
0.693913043,0,0
0.791304348,0,0
0.92173913,0,0
0.728695652,0,0
0.885217391,0,0
0.643478261,0,0
0.671304348,0,0
0.930434783,0,0
0.709565217,0,0
0.947826087,0,0
0.91826087,0,0
0.833043478,0,0
0.653913043,0,0
1,0.31826087,0
1,0.51826087,0
1,0.299130435,0
1,0.483478261,0
1,0.688695652,0
1,0.549565217,0
1,0.2,0
1,0.533913043,0
1,0.048695652,0
1,0.16173913,0
1,0.210434783,0
1,0.142608696,0
1,0.132173913,0
1,0.125217391,0
1,0.086956522,0
1,0.045217391,0
1,0.260869565,0
1,0.140869565,0
0.940869565,0,0
1,0.033043478,0
0.932173913,0,0
0.871304348,0,0
0.92173913,0,0
0.859130435,0,0
0.860869565,0,0
0.883478261,0,0
1,0.008695652,0
0.88,0,0
0.95826087,0,0
0.756521739,0,0
0.763478261,0,0
0.845217391,0,0
0.831304348,0,0
0.827826087,0,0
0.770434783,0,0
0.777391304,0,0
0.793043478,0,0
0.746086957,0,0
0.782608696,0,0
0.775652174,0,0
0.904347826,0,0
0.989565217,0,0
1,0.022608696,0
0.91826087,0,0
0.925217391,0,0
0.826086957,0,0
0.979130435,0,0
0.925217391,0,0
1,0.003478261,0
0.916521739,0,0
0.808695652,0,0
0.975652174,0,0
0.629565217,0,0
0.634782609,0,0
0.709565217,0,0
0.805217391,0,0
0.768695652,0,0
0.75826087,0,0
0.775652174,0,0
0.829565217,0,0
0.813913043,0,0
0.751304348,0,0
0.673043478,0,0
0.728695652,0,0
0.826086957,0,0
0.735652174,0,0
0.753043478,0,0
0.76,0,0
0.739130435,0,0
0.697391304,0,0
0.699130435,0,0
0.749565217,0,0
0.68,0,0
0.76,0,0
0.75826087,0,0
0.766956522,0,0
0.782608696,0,0
0.775652174,0,0
0.706086957,0,0
0.714782609,0,0
0.749565217,0,0
0.674782609,0,0
0.747826087,0,0
0.695652174,0,0
0.819130435,0,0
0.822608696,0,0
0.716521739,0,0
0.64173913,0,0
0.64173913,0,0
0.686956522,0,0
0.699130435,0,0
0.685217391,0,0
1,0.290434783,0
1,0.286956522,0
1,0.52,0
1,0.323478261,0
1,0.12,0
1,0.24,0
1,0.146086957,0
1,0.32173913,0
1,0.11826087,0
1,0.055652174,0
1,0.147826087,0
1,0.097391304,0
1,0.179130435,0
1,0.285217391,0
1,0.231304348,0
1,0.302608696,0
1,0.189565217,0
1,0.114782609,0
1,0.227826087,0
0.796521739,0,0
0.789565217,0,0
0.789565217,0,0
0.806956522,0,0
0.782608696,0,0
0.820869565,0,0
0.820869565,0,0
0.84173913,0,0
0.850434783,0,0
0.902608696,0,0
0.897391304,0,0
0.747826087,0,0
0.763478261,0,0
0.886956522,0,0
1,0.026086957,0
0.791304348,0,0
0.8,0,0
0.867826087,0,0
0.791304348,0,0
0.75826087,0,0
0.707826087,0,0
0.692173913,0,0
0.76173913,0,0
0.864347826,0,0
0.653913043,0,0
0.733913043,0,0
0.742608696,0,0
0.704347826,0,0
0.627826087,0,0
0.669565217,0,0
0.791304348,0,0
1,0.003478261,0
0.648695652,0,0
0.643478261,0,0
0.652173913,0,0
0.633043478,0,0
0.63826087,0,0
0.64173913,0,0
0.669565217,0,0
0.659130435,0,0
0.827826087,0,0
0.782608696,0,0
0.730434783,0,0
0.68,0,0
0.676521739,0,0
0.697391304,0,0
0.749565217,0,0
0.716521739,0,0
0.686956522,0,0
0.747826087,0,0
0.659130435,0,0
0.655652174,0,0
0.669565217,0,0
0.965217391,0,0
1,0.010434783,0
0.815652174,0,0
0.772173913,0,0
0.700869565,0,0
0.766956522,0,0
0.733913043,0,0
0.739130435,0,0
0.916521739,0,0
0.885217391,0,0
0.770434783,0,0
0.91826087,0,0
0.885217391,0,0
0.697391304,0,0
0.76173913,0,0
1,0.220869565,0
1,0.48,0
1,0.2,0
1,0.168695652,0
1,0.222608696,0
1,0.206956522,0
1,0.088695652,0
1,0.069565217,0
1,0.12,0
1,0.113043478,0
1,0.033043478,0
1,0.046956522,0
1,0.046956522,0
1,0.095652174,0
1,0.055652174,0
1,0.16173913,0
1,0.269565217,0
0.953043478,1,0.046956522
0.455652174,1,0.544347826
0.702608696,1,0.297391304
0.210434783,1,0.789565217
0.266086957,1,0.733913043
1,0.956521739,0
0.620869565,1,0.379130435
0.977391304,1,0.022608696
1,0.193043478,0
1,0.140869565,0
1,0.045217391,0
1,0.106086957,0
1,0.097391304,0
1,0.022608696,0
1,0.106086957,0
1,0.071304348,0
1,0.189565217,0
1,0.003478261,0
1,0.019130435,0
0.96173913,0,0
0.940869565,0,0
1,0,0
1,0.003478261,0
0.996521739,0,0
1,0.07826087,0
1,0.154782609,0
0.888695652,0,0
0.867826087,0,0
0.713043478,0,0
0.676521739,0,0
0.662608696,0,0
0.733913043,0,0
0.692173913,0,0
0.67826087,0,0
0.699130435,0,0
0.695652174,0,0
0.693913043,0,0
0.742608696,0,0
0.685217391,0,0
0.728695652,0,0
0.756521739,0,0
0.780869565,0,0
0.620869565,0,0
0.653913043,0,0
0.702608696,0,0
0.673043478,0,0
0.631304348,0,0
0.610434783,0,0
0.693913043,0,0
0.626086957,0,0
0.634782609,0,0
0.655652174,0,0
0.657391304,0,0
0.549565217,0,0
0.549565217,0,0
0.535652174,0,0
0.568695652,0,0
0.56,0,0
0.580869565,0,0
0.612173913,0,0
0.566956522,0,0
0.579130435,0,0
0.535652174,0,0
0.566956522,0,0
0.544347826,0,0
0.549565217,0,0
0.667826087,0,0
0.606956522,0,0
0.584347826,0,0
0.633043478,0,0
0.64,0,0
0.631304348,0,0
0.63826087,0,0
0.573913043,0,0
0.582608696,0,0
0.59826087,0,0
0.575652174,0,0
0.627826087,0,0
0.636521739,0,0
0.593043478,0,0
0.584347826,0,0
0.594782609,0,0
0.622608696,0,0
0.594782609,0,0
0.627826087,0,0
0.624347826,0,0
0.650434783,0,0
0.72,0,0
0.657391304,0,0
0.723478261,0,0
0.626086957,0,0
0.643478261,0,0
0.620869565,0,0
0.622608696,0,0
0.619130435,0,0
1,0.16,0
1,0.013913043,0
1,0.069565217,0
1,0.379130435,0
0.911304348,0,0
1,0.182608696,0
1,0.16,0
0.954782609,0,0
1,0.220869565,0
1,0.175652174,0
1,0.102608696,0
1,0.363478261,0
1,0.186086957,0
1,0.582608696,0
1,0.133913043,0
1,0.208695652,0
1,0.356521739,0
1,0.584347826,0
1,0.483478261,0
1,0.448695652,0
1,0.283478261,0
1,0.31826087,0
1,0.229565217,0
1,0.20173913,0
1,0.448695652,0
1,0.662608696,0
1,0.469565217,0
1,0.580869565,0
1,0.613913043,0
1,0.551304348,0
1,0.511304348,0
1,0.486956522,0
1,0.586086957,0
1,0.650434783,0
1,0.528695652,0
1,0.525217391,0
1,0.403478261,0
1,0.551304348,0
1,0.48,0
0.95826087,0,0
1,0.005217391,0
0.782608696,0,0
0.993043478,0,0
0.965217391,0,0
0.953043478,0,0
1,0.036521739,0
0.984347826,0,0
0.96173913,0,0
1,0.067826087,0
0.930434783,0,0
0.8,0,0
1,0.153043478,0
0.87826087,0,0
0.963478261,0,0
0.845217391,0,0
0.907826087,0,0
0.968695652,0,0
0.893913043,0,0
0.845217391,0,0
0.852173913,0,0
0.853913043,0,0
0.906086957,0,0
0.92,0,0
0.947826087,0,0
0.885217391,0,0
0.822608696,0,0
0.963478261,0,0
0.893913043,0,0
0.923478261,0,0
0.930434783,0,0
0.876521739,0,0
0.930434783,0,0
0.923478261,0,0
0.979130435,0,0
0.966956522,0,0
0.930434783,0,0
0.926956522,0,0
1,0.017391304,0
0.899130435,0,0
0.96173913,0,0
0.928695652,0,0
0.954782609,0,0
0.980869565,0,0
1,0.102608696,0
0.994782609,0,0
0.954782609,0,0
1,0.233043478,0
1,0.346086957,0
1,0.297391304,0
1,0.377391304,0
1,0.271304348,0
1,0.266086957,0
1,0.28173913,0
1,0.309565217,0
1,0.146086957,0
1,0.203478261,0
1,0.233043478,0
1,0.28173913,0
1,0.179130435,0
1,0.227826087,0
1,0.259130435,0
1,0.179130435,0
1,0.248695652,0
1,0.890434783,0
0.429565217,1,0.570434783
0.707826087,1,0.292173913
1,0.827826087,0
1,0.822608696,0
0,0.949565217,1
0.933913043,1,0.066086957
0,0.76173913,1
0.466086957,1,0.533913043
1,0.923478261,0
0.415652174,1,0.584347826
0.617391304,1,0.382608696
0.895652174,1,0.104347826
0.993043478,1,0.006956522
0.586086957,1,0.413913043
0.097391304,1,0.902608696
0.972173913,1,0.027826087
0.953043478,1,0.046956522
0.709565217,1,0.290434783
0.893913043,0,0
0.982608696,0,0
0.926956522,0,0
0.979130435,0,0
0.794782609,0,0
0.850434783,0,0
0.951304348,0,0
0.869565217,0,0
0.864347826,0,0
0.833043478,0,0
0.87826087,0,0
0.72,0,0
0.685217391,0,0
0.733913043,0,0
0.732173913,0,0
0.83826087,0,0
0.88173913,0,0
0.794782609,0,0
0.806956522,0,0
0.834782609,0,0
0.846956522,0,0
0.777391304,0,0
0.843478261,0,0
0.770434783,0,0
0.824347826,0,0
0.907826087,0,0
0.815652174,0,0
0.766956522,0,0
0.747826087,0,0
0.726956522,0,0
0.775652174,0,0
0.855652174,0,0
0.806956522,0,0
0.784347826,0,0
0.780869565,0,0
0.709565217,0,0
0.796521739,0,0
0.780869565,0,0
0.754782609,0,0
0.740869565,0,0
0.770434783,0,0
0.76,0,0
0.782608696,0,0
0.782608696,0,0
0.793043478,0,0
0.806956522,0,0
0.726956522,0,0
0.768695652,0,0
0.763478261,0,0
0.725217391,0,0
0.813913043,0,0
0.780869565,0,0
0.770434783,0,0
0.730434783,0,0
0.773913043,0,0
0.787826087,0,0
0.80173913,0,0
0.83826087,0,0
0.833043478,0,0
0.786086957,0,0
0.777391304,0,0
0.822608696,0,0
0.855652174,0,0
0.866086957,0,0
0.869565217,0,0
0.979130435,0,0
1,0.170434783,0
0.982608696,0,0
1,0.03826087,0
1,0.114782609,0
1,0.163478261,0
1,0.010434783,0
1,0.154782609,0
1,0.074782609,0
1,0.12173913,0
0.96,0,0
1,0.029565217,0
1,0.024347826,0
1,0.026086957,0
1,0.052173913,0
1,0.133913043,0
1,0.2,0
1,0.299130435,0
1,0.290434783,0
1,0.290434783,0
1,0.353043478,0
1,0.260869565,0
1,0.262608696,0
1,0.31826087,0
1,0.299130435,0
1,0.309565217,0
1,0.252173913,0
1,0.229565217,0
1,0.227826087,0
1,0.304347826,0
1,0.285217391,0
1,0.269565217,0
1,0.340869565,0
1,0.139130435,0
1,0.097391304,0
1,0.031304348,0
1,0.062608696,0
1,0.137391304,0
0.859130435,0,0
1,0.043478261,0
1,0.095652174,0
1,0.064347826,0
1,0.179130435,0
1,0.046956522,0
0.765217391,0,0
0.71826087,0,0
0.786086957,0,0
0.819130435,0,0
0.756521739,0,0
0.766956522,0,0
0.732173913,0,0
0.902608696,0,0
0.926956522,0,0
0.852173913,0,0
0.855652174,0,0
0.930434783,0,0
0.794782609,0,0
0.869565217,0,0
0.850434783,0,0
1,0.083478261,0
0.906086957,0,0
0.773913043,0,0
0.754782609,0,0
0.836521739,0,0
0.8,0,0
0.813913043,0,0
0.791304348,0,0
0.770434783,0,0
0.711304348,0,0
0.766956522,0,0
0.867826087,0,0
0.900869565,0,0
0.914782609,0,0
0.8,0,0
0.749565217,0,0
0.756521739,0,0
0.699130435,0,0
0.662608696,0,0
0.702608696,0,0
0.664347826,0,0
0.68173913,0,0
0.706086957,0,0
0.728695652,0,0
0.593043478,0,0
0.606956522,0,0
0.659130435,0,0
0.580869565,0,0
0.605217391,0,0
0.697391304,0,0
0.626086957,0,0
0.563478261,0,0
0.513043478,0,0
0.610434783,0,0
0.636521739,0,0
0.59826087,0,0
0.553043478,0,0
0.60173913,0,0
0.612173913,0,0
0.853913043,0,0
0.99826087,0,0
1,0.03826087,0
1,0.050434783,0
1,0.033043478,0
0.949565217,0,0
0.890434783,0,0
0.904347826,0,0
1,0.043478261,0
0.866086957,0,0
0.853913043,0,0
0.834782609,0,0
0.886956522,0,0
0.935652174,0,0
0.95826087,0,0
0.874782609,0,0
0.96,0,0
1,0.130434783,0
1,0.111304348,0
1,0.12173913,0
1,0.067826087,0
1,0.059130435,0
0.99826087,0,0
1,0.033043478,0
1,0.066086957,0
1,0.050434783,0
0.972173913,0,0
0.989565217,0,0
1,0.013913043,0
0.973913043,0,0
0.96173913,0,0
0.930434783,0,0
0.930434783,0,0
1,0.205217391,0
1,0.163478261,0
1,0.140869565,0
1,0.246956522,0
1,0.24,0
1,0.286956522,0
1,0.2,0
1,0.187826087,0
1,0.125217391,0
1,0.32,0
1,0.24,0
1,0.266086957,0
1,0.213913043,0
1,0.189565217,0
1,0.274782609,0
1,0.300869565,0
1,0.32,0
1,0.330434783,0
0.711304348,0,0
0.662608696,0,0
0.68,0,0
0.733913043,0,0
0.864347826,0,0
0.765217391,0,0
0.660869565,0,0
0.68,0,0
0.733913043,0,0
0.749565217,0,0
0.699130435,0,0
0.869565217,0,0
0.733913043,0,0
0.732173913,0,0
0.772173913,0,0
0.857391304,0,0
0.937391304,0,0
0.810434783,0,0
0.756521739,0,0
0.740869565,0,0
0.826086957,0,0
0.753043478,0,0
0.740869565,0,0
0.575652174,0,0
0.56173913,0,0
0.659130435,0,0
0.546086957,0,0
0.596521739,0,0
0.613913043,0,0
0.56,0,0
0.582608696,0,0
0.610434783,0,0
0.669565217,0,0
0.615652174,0,0
0.657391304,0,0
0.633043478,0,0
0.645217391,0,0
0.605217391,0,0
0.596521739,0,0
0.540869565,0,0
0.566956522,0,0
0.615652174,0,0
0.563478261,0,0
0.565217391,0,0
0.584347826,0,0
0.566956522,0,0
0.613913043,0,0
0.633043478,0,0
0.634782609,0,0
0.695652174,0,0
0.662608696,0,0
0.648695652,0,0
0.836521739,0,0
0.859130435,0,0
0.824347826,0,0
0.965217391,0,0
1,0.022608696,0
0.930434783,0,0
0.923478261,0,0
0.857391304,0,0
0.862608696,0,0
0.885217391,0,0
0.873043478,0,0
0.862608696,0,0
0.909565217,0,0
0.869565217,0,0
0.87826087,0,0
0.846956522,0,0
1,0.00173913,0
1,0.029565217,0
0.902608696,0,0
0.939130435,0,0
0.975652174,0,0
0.95826087,0,0
1,0.067826087,0
0.968695652,0,0
1,0.104347826,0
0.953043478,0,0
1,0.024347826,0
1,0.019130435,0
0.994782609,0,0
1,0.062608696,0
1,0.123478261,0
1,0.095652174,0
1,0.109565217,0
0,0.888695652,1
0.864347826,1,0.135652174
1,0.775652174,0
0.766956522,1,0.233043478
1,0.8,0
1,0.732173913,0
0.935652174,1,0.064347826
1,0.822608696,0
1,0.086956522,0
1,0.07826087,0
1,0.073043478,0
1,0.04173913,0
1,0.12,0
1,0.088695652,0
1,0.104347826,0
1,0.020869565,0
1,0.034782609,0
1,0.206956522,0
0.973913043,0,0
0.886956522,0,0
0.925217391,0,0
0.91826087,0,0
1,0.020869565,0
0.963478261,0,0
0.953043478,0,0
1,0.019130435,0
1,0,0
0.916521739,0,0
1,0.033043478,0
0.867826087,0,0
0.772173913,0,0
0.871304348,0,0
0.883478261,0,0
0.893913043,0,0
0.766956522,0,0
0.827826087,0,0
0.980869565,0,0
0.88,0,0
0.949565217,0,0
0.83826087,0,0
0.806956522,0,0
0.843478261,0,0
0.739130435,0,0
0.700869565,0,0
0.735652174,0,0
0.746086957,0,0
0.72173913,0,0
0.796521739,0,0
0.794782609,0,0
0.91826087,0,0
0.87826087,0,0
0.782608696,0,0
0.754782609,0,0
0.793043478,0,0
0.784347826,0,0
0.726956522,0,0
0.695652174,0,0
0.72173913,0,0
0.676521739,0,0
0.803478261,0,0
0.79826087,0,0
0.75826087,0,0
0.862608696,0,0
0.850434783,0,0
0.791304348,0,0
0.833043478,0,0
0.92173913,0,0
0.829565217,0,0
0.88173913,0,0
0.83826087,0,0
0.907826087,0,0
0.907826087,0,0
0.793043478,0,0
0.852173913,0,0
0.906086957,0,0
0.810434783,0,0
0.753043478,0,0
0.812173913,0,0
0.873043478,0,0
0.80173913,0,0
0.791304348,0,0
0.789565217,0,0
0.780869565,0,0
0.925217391,0,0
0.949565217,0,0
0.932173913,0,0
0.966956522,0,0
1,0.090434783,0
0.806956522,0,0
0.937391304,0,0
0.933913043,0,0
0.95826087,0,0
1,0.055652174,0
1,0.024347826,0
0.932173913,0,0
1,0.073043478,0
0.993043478,0,0
1,0.005217391,0
1,0.00173913,0
1,0.003478261,0
1,0.010434783,0
1,0.053913043,0
0.986086957,0,0
1,0.055652174,0
1,0.186086957,0
1,0.154782609,0
1,0.260869565,0
1,0.330434783,0
1,0.333913043,0
0.871304348,0,0
0.953043478,0,0
1,0.022608696,0
0.862608696,0,0
0.977391304,0,0
0.909565217,0,0
0.96,0,0
0.980869565,0,0
0.899130435,0,0
0.940869565,0,0
1,0.064347826,0
0.763478261,0,0
0.775652174,0,0
0.831304348,0,0
0.751304348,0,0
0.794782609,0,0
0.707826087,0,0
0.843478261,0,0
0.768695652,0,0
0.76173913,0,0
0.742608696,0,0
0.845217391,0,0
0.909565217,0,0
0.805217391,0,0
0.766956522,0,0
0.775652174,0,0
0.76,0,0
0.742608696,0,0
0.704347826,0,0
0.79826087,0,0
0.787826087,0,0
0.853913043,0,0
0.925217391,0,0
0.937391304,0,0
0.892173913,0,0
0.92,0,0
0.573913043,0,0
0.577391304,0,0
0.63826087,0,0
0.59826087,0,0
0.565217391,0,0
0.714782609,0,0
0.699130435,0,0
0.782608696,0,0
0.749565217,0,0
0.775652174,0,0
0.787826087,0,0
0.669565217,0,0
0.662608696,0,0
0.685217391,0,0
0.848695652,0,0
0.700869565,0,0
0.836521739,0,0
0.907826087,0,0
0.848695652,0,0
0.92173913,0,0
0.92,0,0
0.876521739,0,0
0.812173913,0,0
0.768695652,0,0
0.826086957,0,0
0.756521739,0,0
0.796521739,0,0
0.806956522,0,0
0.791304348,0,0
1,0,0
1,0.24173913,0
1,0.069565217,0
1,0.088695652,0
1,0.055652174,0
1,0.04,0
0.95826087,0,0
1,0.013913043,0
0.965217391,0,0
0.91826087,0,0
1,0.055652174,0
1,0.12173913,0
1,0.619130435,0
1,0.622608696,0
1,0.726956522,0
1,0.716521739,0
1,0.810434783,0
1,0.831304348,0
1,0.773913043,0
1,0.871304348,0
1,0.805217391,0
1,0.290434783,0
1,0.203478261,0
1,0.28,0
1,0.306086957,0
1,0.250434783,0
1,0.32173913,0
1,0.354782609,0
1,0.354782609,0
1,0.19826087,0
1,0.311304348,0
1,0.194782609,0
1,0.716521739,0
1,0.747826087,0
1,0.956521739,0
1,0.464347826,0
1,0.627826087,0
1,0.846956522,0
1,0.532173913,0
1,0.716521739,0
1,0.6,0
1,0.76173913,0
1,0.549565217,0
1,0.64,0
1,0.615652174,0
1,0.615652174,0
1,0.217391304,0
1,0.08,0
1,0.391304348,0
1,0.132173913,0
1,0.193043478,0
1,0.462608696,0
1,0.248695652,0
1,0.229565217,0
1,0.212173913,0
1,0.273043478,0
1,0.347826087,0
1,0.271304348,0
1,0.16,0
1,0.052173913,0
1,0.16,0
1,0.250434783,0
1,0.340869565,0
1,0.342608696,0
1,0.020869565,0
1,0.04,0
1,0.133913043,0
1,0.288695652,0
1,0.170434783,0
1,0.212173913,0
1,0.636521739,0
1,0.953043478,0
1,0.688695652,0
1,0.511304348,0
1,0.732173913,0
1,0.726956522,0
1,0.429565217,0
1,0.43826087,0
1,0.996521739,0
1,0.450434783,0
1,0.485217391,0
1,0.44,0
1,0.40173913,0
1,0.44173913,0
1,0.493913043,0
1,0.47826087,0
1,0.48,0
0,0.046956522,1
0,0.073043478,1
0,0.266086957,1
0,0,0.899130435
0,0.048695652,1
0,0.299130435,1
0,0,0.986086957
0.923478261,1,0.076521739
1,0.864347826,0
1,0.492173913,0
1,0.711304348,0
1,0.876521739,0
1,0.473043478,0
1,0.652173913,0
1,0.72,0
1,0.245217391,0
1,0.269565217,0
1,0.379130435,0
1,0.292173913,0
1,0.532173913,0
1,0.368695652,0
1,0.093913043,0
1,0.154782609,0
1,0.166956522,0
1,0.246956522,0
0.993043478,0,0
0.973913043,0,0
1,0.020869565,0
1,0.069565217,0
1,0.095652174,0
1,0.12173913,0
1,0.03826087,0
1,0.109565217,0
1,0.24173913,0
1,0.093913043,0
1,0.064347826,0
1,0.029565217,0
0.951304348,0,0
0.817391304,0,0
0.900869565,0,0
0.855652174,0,0
0.864347826,0,0
0.876521739,0,0
0.836521739,0,0
0.848695652,0,0
0.911304348,0,0
0.87826087,0,0
0.860869565,0,0
0.815652174,0,0
0.772173913,0,0
0.859130435,0,0
0.79826087,0,0
0.80173913,0,0
0.83826087,0,0
0.822608696,0,0
0.857391304,0,0
0.899130435,0,0
0.824347826,0,0
0.803478261,0,0
0.756521739,0,0
0.735652174,0,0
0.8,0,0
0.796521739,0,0
0.885217391,0,0
0.71826087,0,0
0.846956522,0,0
0.756521739,0,0
0.833043478,0,0
0.714782609,0,0
0.808695652,0,0
0.754782609,0,0
0.699130435,0,0
0.688695652,0,0
0.744347826,0,0
0.780869565,0,0
0.815652174,0,0
0.753043478,0,0
0.697391304,0,0
0.676521739,0,0
0.75826087,0,0
0.699130435,0,0
0.853913043,0,0
0.84,0,0
0.746086957,0,0
0.695652174,0,0
0.695652174,0,0
0.713043478,0,0
0.711304348,0,0
0.702608696,0,0
0.754782609,0,0
